country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","31-05-2025 21:00:00",12.951913,77.539784,OZONE,7,12,10
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","31-05-2025 21:00:00",13.029152,77.585901,PM10,16,65,36
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB","31-05-2025 21:00:00",13.029152,77.585901,CO,11,28,17
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","31-05-2025 21:00:00",12.938539,77.590100,PM2.5,2,20,9
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB","31-05-2025 21:00:00",12.938539,77.590100,NH3,1,2,2
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB","31-05-2025 21:00:00",12.7816279,77.6299145,NO2,29,30,30
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB","31-05-2025 21:00:00",23.707909,86.414670,SO2,NA,NA,NA
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","31-05-2025 21:00:00",16.172806,75.659694,PM10,42,43,42
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","31-05-2025 21:00:00",16.172806,75.659694,NO2,9,11,9
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","31-05-2025 21:00:00",12.951913,77.539784,NH3,1,1,1
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB","31-05-2025 21:00:00",12.951913,77.539784,SO2,3,5,4
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","31-05-2025 21:00:00",28.422681,77.148944,PM2.5,34,245,97
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","31-05-2025 21:00:00",28.422681,77.148944,CO,14,52,20
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","31-05-2025 21:00:00",28.422681,77.148944,OZONE,6,158,89
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","31-05-2025 21:00:00",30.943887,76.801991,NH3,2,4,3
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","31-05-2025 21:00:00",23.243639,72.68994,NO2,10,101,29
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM","31-05-2025 21:00:00",23.243639,72.68994,OZONE,1,27,24
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","31-05-2025 21:00:00",23.221714,72.654328,NH3,3,5,4
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","31-05-2025 21:00:00",23.221714,72.654328,SO2,2,9,5
India,Gujarat,Ahmedabad,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM","31-05-2025 21:00:00",23.043070,72.562968,CO,2,20,13
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","31-05-2025 21:00:00",21.613267,73.010555,PM10,45,83,62
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB","31-05-2025 21:00:00",21.613267,73.010555,OZONE,38,45,40
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","31-05-2025 21:00:00",24.2613009,80.7231783,CO,43,87,65
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","31-05-2025 21:00:00",22.624758,75.675238,NO2,10,34,20
India,"Madhya Pradesh",Pithampur,"Sector-2 Industrial Area, Pithampur - MPPCB","31-05-2025 21:00:00",22.624758,75.675238,OZONE,25,59,55
India,"Madhya Pradesh",Ratlam,"Shasthri Nagar, Ratlam - IPCA Lab","31-05-2025 21:00:00",23.331731,75.045981,NO2,NA,NA,NA
India,"Madhya Pradesh",Sagar,"Civil Lines, Sagar - MPPCB","31-05-2025 21:00:00",23.838586,78.759431,NH3,2,3,3
India,"Madhya Pradesh",Sagar,"Deen Dayal Nagar, Sagar - MPPCB","31-05-2025 21:00:00",23.8640158,78.80289321,CO,68,74,69
India,"Madhya Pradesh",Singrauli,"Suryakiran Bhawan NCL, Singrauli - MPPCB","31-05-2025 21:00:00",24.108970,82.645580,PM2.5,21,165,57
India,Karnataka,Dharwad,"Kalabhavan, Dharwad - KSPCB","31-05-2025 21:00:00",15.459706,75.008381,CO,18,40,34
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","31-05-2025 21:00:00",13.008556,76.125258,NO2,9,12,11
India,Karnataka,Hassan,"B.Katihalli, Hassan - KSPCB","31-05-2025 21:00:00",13.008556,76.125258,OZONE,1,1,1
India,Karnataka,Hubballi,"Lingaraj Nagar, Hubballi - KSPCB","31-05-2025 21:00:00",15.3714823,75.1160168,CO,6,16,9
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","31-05-2025 21:00:00",17.321993,76.822628,PM10,17,53,39
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","31-05-2025 21:00:00",17.321993,76.822628,CO,40,45,42
India,Karnataka,Kalaburagi,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB","31-05-2025 21:00:00",17.321993,76.822628,OZONE,22,25,24
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","31-05-2025 21:00:00",12.415911,75.735050,PM2.5,12,38,24
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","31-05-2025 21:00:00",12.415911,75.735050,NO2,2,3,2
India,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB","31-05-2025 21:00:00",12.415911,75.735050,CO,2,14,8
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","31-05-2025 21:00:00",12.889250,74.853000,PM2.5,NA,NA,NA
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","31-05-2025 21:00:00",12.889250,74.853000,SO2,NA,NA,NA
India,Karnataka,Mangalore,"Kadri, Mangalore - KSPCB","31-05-2025 21:00:00",12.889250,74.853000,OZONE,77,77,77
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB","31-05-2025 21:00:00",12.21041,76.37376,PM2.5,12,35,20
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB","31-05-2025 21:00:00",12.733409,77.298051,NO2,NA,NA,NA
India,Karnataka,Shivamogga,"Vinoba Nagara, Shivamogga - KSPCB","31-05-2025 21:00:00",13.940000,75.555917,PM10,33,47,39
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","31-05-2025 21:00:00",8.5149093,76.9435879,NO2,13,27,20
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","31-05-2025 21:00:00",8.5149093,76.9435879,SO2,10,22,17
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB","31-05-2025 21:00:00",8.5149093,76.9435879,CO,6,18,12
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB","31-05-2025 21:00:00",10.532400,76.215900,PM10,NA,NA,NA
India,"Madhya Pradesh",Bhopal,"Idgah Hills, Bhopal - MPPCB","31-05-2025 21:00:00",23.264759,77.381568,NH3,NA,NA,NA
India,"Madhya Pradesh",Bhopal,"Paryavaran Parisar, Bhopal - MPPCB","31-05-2025 21:00:00",23.210494,77.425409,SO2,11,15,13
India,"Madhya Pradesh",Bhopal,"T T Nagar, Bhopal - MPPCB","31-05-2025 21:00:00",23.233584,77.400574,NH3,2,3,2
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","31-05-2025 21:00:00",23.163174,79.973061,SO2,14,17,15
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","31-05-2025 21:00:00",23.163174,79.973061,OZONE,36,80,73
India,"Madhya Pradesh",Jabalpur,"Marhatal, Jabalpur - MPPCB","31-05-2025 21:00:00",23.168606,79.932247,PM10,61,138,103
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","31-05-2025 21:00:00",23.50016,80.23284,PM2.5,25,52,38
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","31-05-2025 21:00:00",23.50016,80.23284,NO2,20,27,25
India,"Madhya Pradesh",Katni,"Gole Bazar, Katni - MPPCB","31-05-2025 21:00:00",23.50016,80.23284,OZONE,18,64,58
India,"Madhya Pradesh",Maihar,"Sahilara, Maihar - KJS Cements","31-05-2025 21:00:00",24.2613009,80.7231783,PM10,10,74,44
India,Maharashtra,Ahmednagar,"Tarakpur, Ahmednagar - MPCB","31-05-2025 21:00:00",19.10122,74.73339,CO,21,50,39
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","31-05-2025 21:00:00",20.719516,77.000253,PM2.5,31,122,54
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","31-05-2025 21:00:00",20.719516,77.000253,PM10,72,123,93
India,Maharashtra,Akola,"Ramdaspeth, Akola - MPCB","31-05-2025 21:00:00",20.719516,77.000253,NO2,15,24,20
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","31-05-2025 21:00:00",20.9402359,77.7895248,NO2,5,72,14
India,Maharashtra,Amravati,"Shivneri Colony, Amravati - MPCB","31-05-2025 21:00:00",20.9402359,77.7895248,CO,8,38,12
India,Maharashtra,Amravati,"Shri Shivaji Science College, Amaravati - MPCB","31-05-2025 21:00:00",20.939198,77.765701,PM10,70,110,92
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","31-05-2025 21:00:00",22.7289,75.8076,OZONE,2,8,7
India,"Madhya Pradesh",Indore,"Maguda Nagar, Indore - IMC","31-05-2025 21:00:00",22.7524,75.8872,NO2,2,2,2
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","31-05-2025 21:00:00",22.6780,75.8559,SO2,NA,NA,NA
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","31-05-2025 21:00:00",22.6780,75.8559,CO,28,30,28
India,"Madhya Pradesh",Indore,"Regional Park, Indore - IMC","31-05-2025 21:00:00",22.6780,75.8559,OZONE,8,8,8
India,"Madhya Pradesh",Indore,"Residency Area, Indore - IMC","31-05-2025 21:00:00",22.7084,75.8815,SO2,29,74,40
India,"Madhya Pradesh",Jabalpur,"Govindh Bhavan Colony, Jabalpur - JMC","31-05-2025 21:00:00",23.163174,79.973061,PM10,27,86,57
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB","31-05-2025 21:00:00",16.802639,75.722694,NO2,9,10,9
India,Kerala,Eloor,"Udyogamandal, Eloor - Kerala PCB","31-05-2025 21:00:00",10.073232,76.302765,PM10,37,403,59
India,Kerala,Kannur,"Thavakkara, Kannur - Kerala PCB","31-05-2025 21:00:00",11.875000,75.373200,SO2,3,6,4
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","31-05-2025 21:00:00",8.8787,76.6073,SO2,1,3,2
India,Kerala,Kollam,"Polayathode, Kollam - Kerala PCB","31-05-2025 21:00:00",8.8787,76.6073,OZONE,28,31,31
India,"Madhya Pradesh",Damoh,"Shrivastav Colony, Damoh - MPPCB","31-05-2025 21:00:00",23.81748678,79.446246,CO,22,28,24
India,"Madhya Pradesh",Dewas,"Bhopal Chauraha, Dewas - MPPCB","31-05-2025 21:00:00",22.9682591,76.064118,PM2.5,29,68,49
India,"Madhya Pradesh",Indore,"Airport Area, Indore - IMC","31-05-2025 21:00:00",22.7289,75.8076,PM2.5,24,51,39
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM","31-05-2025 21:00:00",19.11074,72.86084,NH3,7,9,8
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","31-05-2025 21:00:00",19.0364585,72.8954371,SO2,1,8,2
India,Maharashtra,Mumbai,"Chembur, Mumbai - MPCB","31-05-2025 21:00:00",19.0364585,72.8954371,OZONE,18,43,35
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","31-05-2025 21:00:00",19.10078,72.87462,PM2.5,39,44,41
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","31-05-2025 21:00:00",19.10078,72.87462,CO,10,12,11
India,Maharashtra,Mumbai,"Chhatrapati Shivaji Intl. Airport (T2), Mumbai - MPCB","31-05-2025 21:00:00",19.10078,72.87462,OZONE,7,8,7
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","31-05-2025 21:00:00",18.910000,72.820000,PM2.5,14,305,38
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","31-05-2025 21:00:00",18.910000,72.820000,NO2,32,33,33
India,Maharashtra,Mumbai,"Colaba, Mumbai - MPCB","31-05-2025 21:00:00",18.910000,72.820000,SO2,NA,NA,NA
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB","31-05-2025 21:00:00",16.6870449,74.2505872,SO2,2,3,2
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","31-05-2025 21:00:00",16.7143745,74.2426398,NO2,1,4,2
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","31-05-2025 21:00:00",16.7143745,74.2426398,CO,6,10,7
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB","31-05-2025 21:00:00",16.7143745,74.2426398,OZONE,10,30,27
India,Maharashtra,Latur,"Sawe Wadi, Latur - MPCB","31-05-2025 21:00:00",18.39963,76.57452,OZONE,26,79,59
India,Maharashtra,Mahad,"Kamble Tarf Birwadi, Mahad - MPCB","31-05-2025 21:00:00",18.1023399,73.4783687,SO2,12,44,25
India,Maharashtra,Malegaon,"Mahesh Nagar, Malegaon - MPCB","31-05-2025 21:00:00",20.555712,74.529236,NO2,5,23,10
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","31-05-2025 21:00:00",19.0243902,73.0406721,SO2,5,8,6
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","31-05-2025 21:00:00",19.309073,73.057223,PM2.5,41,70,54
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","31-05-2025 21:00:00",19.309073,73.057223,NO2,22,48,36
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB","31-05-2025 21:00:00",19.309073,73.057223,NH3,2,6,3
India,Maharashtra,Boisar,"Khaira, Boisar - MPCB","31-05-2025 21:00:00",19.786089,72.757971,PM10,43,76,61
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","31-05-2025 21:00:00",19.962900,79.298714,NH3,3,3,3
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","31-05-2025 21:00:00",19.962900,79.298714,SO2,17,25,23
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB","31-05-2025 21:00:00",19.962900,79.298714,OZONE,14,20,19
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","31-05-2025 21:00:00",19.083694,72.920967,NO2,4,329,60
India,Maharashtra,Mumbai,"Ghatkopar, Mumbai - BMC","31-05-2025 21:00:00",19.083694,72.920967,NH3,1,10,2
India,Maharashtra,Mumbai,"Kandivali East, Mumbai - MPCB","31-05-2025 21:00:00",19.205800,72.868200,PM2.5,82,90,85
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC","31-05-2025 21:00:00",19.215859,72.831718,OZONE,30,54,44
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","31-05-2025 21:00:00",19.0632143,72.8456324,NH3,4,8,5
India,Maharashtra,Mumbai,"Kherwadi_Bandra East, Mumbai - MPCB","31-05-2025 21:00:00",19.0632143,72.8456324,SO2,1,3,2
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","31-05-2025 21:00:00",19.0863,72.8888,SO2,36,37,37
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB","31-05-2025 21:00:00",19.0863,72.8888,CO,2,6,3
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","31-05-2025 21:00:00",19.19709,72.82204,PM2.5,4,34,13
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","31-05-2025 21:00:00",19.19709,72.82204,PM10,82,141,109
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM","31-05-2025 21:00:00",19.19709,72.82204,SO2,5,9,7
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","31-05-2025 21:00:00",18.96702,72.84214,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","31-05-2025 21:00:00",18.96702,72.84214,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM","31-05-2025 21:00:00",18.96702,72.84214,SO2,NA,NA,NA
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","31-05-2025 21:00:00",19.1878657,72.8304069,PM10,32,90,58
India,Maharashtra,Mumbai,"Mindspace-Malad West, Mumbai - MPCB","31-05-2025 21:00:00",19.1878657,72.8304069,OZONE,10,30,21
India,Maharashtra,Mumbai,"Mulund West, Mumbai - MPCB","31-05-2025 21:00:00",19.1750,72.9419,NH3,4,4,4
India,Maharashtra,Mumbai,"Powai, Mumbai - MPCB","31-05-2025 21:00:00",19.137500,72.915056,NO2,NA,NA,NA
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC","31-05-2025 21:00:00",19.000084,72.856730,PM2.5,11,26,17
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","31-05-2025 21:00:00",19.060498,72.923356,PM10,87,143,119
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","31-05-2025 21:00:00",19.060498,72.923356,SO2,7,9,8
India,Maharashtra,Mumbai,"Shivaji Nagar, Mumbai - BMC","31-05-2025 21:00:00",19.060498,72.923356,OZONE,3,9,7
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","31-05-2025 21:00:00",19.000083,72.813993,PM10,NA,NA,NA
India,Maharashtra,Mumbai,"Siddharth Nagar-Worli, Mumbai - IITM","31-05-2025 21:00:00",19.000083,72.813993,OZONE,21,29,29
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","31-05-2025 21:00:00",19.047000,72.874600,NO2,9,21,14
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","31-05-2025 21:00:00",20.918946,74.776388,NH3,1,5,3
India,Maharashtra,Dhule,"Deopur, Dhule - MPCB","31-05-2025 21:00:00",20.918946,74.776388,OZONE,14,52,42
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","31-05-2025 21:00:00",21.001264,75.565602,PM2.5,29,72,47
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","31-05-2025 21:00:00",21.001264,75.565602,PM10,32,78,50
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB","31-05-2025 21:00:00",21.001264,75.565602,CO,16,39,37
India,Maharashtra,Kalyan,"Pimpleshwar Mandir, Kalyan - MPCB","31-05-2025 21:00:00",19.192056,72.9585188,PM2.5,NA,NA,NA
India,Maharashtra,Aurangabad,"MIDC Chilkalthana, Aurangabad - MPCB","31-05-2025 21:00:00",19.875620,75.387310,NO2,NA,NA,NA
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","31-05-2025 21:00:00",19.16485,73.23409,PM10,46,88,69
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","31-05-2025 21:00:00",19.16485,73.23409,NH3,1,4,2
India,Maharashtra,Badlapur,"Katrap, Badlapur - MPCB","31-05-2025 21:00:00",19.16485,73.23409,CO,20,27,23
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB","31-05-2025 21:00:00",19.0243902,73.0406721,PM10,50,71,64
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","31-05-2025 21:00:00",19.296481,72.840923,PM10,50,68,59
India,Maharashtra,Mira-Bhayandar,"Bhayandar West, Mira-Bhayandar - MPCB","31-05-2025 21:00:00",19.296481,72.840923,OZONE,8,13,12
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - MPCB","31-05-2025 21:00:00",19.065931,72.862131,CO,3,82,22
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM","31-05-2025 21:00:00",19.23241,72.86895,CO,2,26,9
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","31-05-2025 21:00:00",20.021503,73.813844,SO2,1,11,6
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","31-05-2025 21:00:00",20.021503,73.813844,CO,24,32,26
India,Maharashtra,Nashik,"Hirawadi, Nashik - MPCB","31-05-2025 21:00:00",20.021503,73.813844,OZONE,17,38,35
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","31-05-2025 21:00:00",19.950220,73.731480,NO2,6,10,8
India,Maharashtra,Nashik,"MIDC Ambad, Nashik - MPCB","31-05-2025 21:00:00",19.950220,73.731480,SO2,2,6,3
India,Maharashtra,Nashik,"Pandav Nagari, Nashik - MPCB","31-05-2025 21:00:00",19.9591346,73.7788008,PM10,53,84,70
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","31-05-2025 21:00:00",19.090337,73.014232,SO2,5,6,6
India,Maharashtra,"Navi Mumbai","Kopripada-Vashi, Navi Mumbai - MPCB","31-05-2025 21:00:00",19.090337,73.014232,CO,1,24,5
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","31-05-2025 21:00:00",19.0575752,73.0151367,NO2,NA,NA,NA
India,Maharashtra,"Navi Mumbai","Sanpada, Navi Mumbai - MPCB","31-05-2025 21:00:00",19.0575752,73.0151367,SO2,5,16,10
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","31-05-2025 21:00:00",19.02579,73.10297,PM2.5,32,51,41
India,Maharashtra,Pune,"Bhosari, Pune - IITM","31-05-2025 21:00:00",18.640051,73.848956,PM2.5,NA,NA,NA
India,Maharashtra,Pune,"Bhosari, Pune - IITM","31-05-2025 21:00:00",18.640051,73.848956,NO2,NA,NA,NA
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","31-05-2025 21:00:00",18.605770,73.749976,PM10,61,106,79
India,Maharashtra,Pune,"Bhumkar Nagar, Pune - IITM","31-05-2025 21:00:00",18.605770,73.749976,OZONE,31,49,45
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","31-05-2025 21:00:00",18.454450,73.854155,SO2,1,3,2
India,Maharashtra,Pune,"Katraj Dairy, Pune - MPCB","31-05-2025 21:00:00",18.454450,73.854155,CO,48,51,49
India,Maharashtra,Pune,"Mhada Colony, Pune - IITM","31-05-2025 21:00:00",18.573040,73.927715,OZONE,11,40,32
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","31-05-2025 21:00:00",18.536457,73.805454,CO,18,36,25
India,Maharashtra,Pune,"Panchawati_Pashan, Pune - IITM","31-05-2025 21:00:00",18.536457,73.805454,OZONE,22,44,38
India,Maharashtra,Pune,"Revenue Colony-Shivajinagar, Pune - IITM","31-05-2025 21:00:00",18.530085,73.849598,OZONE,10,56,31
India,Maharashtra,"Navi Mumbai","Sector-2E Kalamboli, Navi Mumbai - MPCB","31-05-2025 21:00:00",19.02579,73.10297,CO,14,22,16
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","31-05-2025 21:00:00",18.63673,73.82487,PM2.5,27,51,38
India,Maharashtra,Pimpri-Chinchwad,"Gavalinagar, Pimpri Chinchwad - MPCB","31-05-2025 21:00:00",18.63673,73.82487,SO2,1,3,2
India,Maharashtra,Pimpri-Chinchwad,"Park Street Wakad, Pimpri Chinchwad - MPCB","31-05-2025 21:00:00",18.59051,73.77946,PM10,52,175,89
India,Maharashtra,Pimpri-Chinchwad,"Savta Mali Nagar, Pimpri-Chinchwad - IITM","31-05-2025 21:00:00",18.614767,73.799516,OZONE,13,39,21
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","31-05-2025 21:00:00",18.616318,73.765797,PM10,87,119,101
India,Maharashtra,Pimpri-Chinchwad,"Thergaon, Pimpri Chinchwad - MPCB","31-05-2025 21:00:00",18.616318,73.765797,NO2,16,104,46
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","31-05-2025 21:00:00",18.547056,73.826908,NO2,4,26,14
India,Maharashtra,Pune,"Savitribai Phule Pune University, Pune - MPCB","31-05-2025 21:00:00",18.547056,73.826908,NH3,1,4,2
India,Maharashtra,Solapur,"Dnyaneshwar Nagar, Solapur - MPCB","31-05-2025 21:00:00",17.6336264,75.9132495,NH3,10,29,15
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","31-05-2025 21:00:00",17.65439,75.90649,PM10,73,137,103
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","31-05-2025 21:00:00",17.65439,75.90649,NO2,6,50,22
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","31-05-2025 21:00:00",17.65439,75.90649,SO2,2,4,3
India,Maharashtra,Solapur,"Ratandeep Housing Society, Solapur - MPCB","31-05-2025 21:00:00",17.65439,75.90649,CO,8,44,25
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","31-05-2025 21:00:00",21.941841,86.728318,NH3,NA,NA,NA
India,Odisha,Baripada,"Meher Colony, Baripada - OSPCB","31-05-2025 21:00:00",21.941841,86.728318,SO2,3,21,13
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","31-05-2025 21:00:00",20.240790,85.836784,NH3,3,5,4
India,Odisha,Bhubaneswar,"Lingraj Mandir, Bhubaneswar - OSPCB","31-05-2025 21:00:00",20.240790,85.836784,SO2,4,7,5
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","31-05-2025 21:00:00",20.34652,85.81630,PM10,18,60,34
India,Odisha,Bhubaneswar,"Patia, Bhubaneswar - OSPCB","31-05-2025 21:00:00",20.34652,85.81630,NH3,1,2,2
India,Odisha,Bileipada,"Tata Township, Bileipada - OSPCB","31-05-2025 21:00:00",22.06156703,85.47409613,PM10,25,95,52
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","31-05-2025 21:00:00",19.047000,72.874600,SO2,8,9,9
India,Maharashtra,Mumbai,"Sion, Mumbai - MPCB","31-05-2025 21:00:00",19.047000,72.874600,OZONE,1,1,1
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","31-05-2025 21:00:00",19.383200,72.820400,PM10,80,123,99
India,Maharashtra,Mumbai,"Vasai West, Mumbai - MPCB","31-05-2025 21:00:00",19.383200,72.820400,SO2,71,87,79
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","31-05-2025 21:00:00",19.10861,72.83622,NO2,39,52,47
India,Maharashtra,Mumbai,"Vile Parle West, Mumbai - MPCB","31-05-2025 21:00:00",19.10861,72.83622,NH3,2,2,2
India,Maharashtra,Mumbai,"Worli, Mumbai - MPCB","31-05-2025 21:00:00",18.9936162,72.8128113,PM10,78,98,86
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","31-05-2025 21:00:00",25.6635413,94.0989878,NO2,3,9,4
India,Nagaland,Kohima,"PWD Junction, Kohima - NPCB","31-05-2025 21:00:00",25.6635413,94.0989878,CO,1,22,13
India,Odisha,Angul,"Hakimapada, Angul - OSPCB","31-05-2025 21:00:00",20.832874,85.104082,PM10,32,133,69
